selected_text,sentiment
is debating giving twitter proper go now to try and understand it,0
don want to be going,1
am there to have fun,2
im missing tennessee alot today,1
trouble,1
yup most of my hacks are all for fun here quick video made of it ll follow up when it done,0
hard weekend,1
okay ima go to the park and play some ball not in the best of moods got stress to relieve,0
going to work soon and so excited,2
suppose this will be in the blog post but could email me who was there too,0
hey love whats up my voice is shot whats new with you,2
watching the episode of jonas omj,0
feelin right,2
bored,1
looks like beautiful day and am off work til sunday yay,2
re good,2
just burned my tongue,1
okay keep on celebreting,2
awesome,2
noice realised that after exams have more weeks forgot about the whole weeks of unit in term thing,0
nice,2
make detour and come to pr forget indiana haha,0
favorite,2
no more fun,1
happy mother day,2
maaaaan last night was funny night sad aswell tho,0
my twitter says it needs break ll be back in bit capacity,0
boring,1
thanks mike harding,2
old enough to know better young enough to not care,0
but can never seem to win,2
jealous,1
poor girl,1
you guys are champions of the world,2
gilf grandmother,0
seems brought little sikaflex caulk home with me in my hair,0
yay,2
wants to go see street dreams but it not playing anywhere near here,0
ugh,1
you guys dont get too drunk without me,0
yes thanks its been great soooooo not looking forward to monday,0
fun,2
poor,1
schedule says class will be late for campjitterbug,0
that was like eight years ago not so sure it would happen now,0
dont worry babe,2
was going to but siiiick so mad jason said have to recover fully before go paintballin again are playing,1
in devon this weekend cloudy but dry,0
sad day redskins release jansen best wishes to him,0
all my work got erased sry guys,1
love cali so much,2
im not reasonable it am now and gotta wake up early tomorrow on my first day of holidays have great evening,0
love how simple my safari toolbar is,2
hmmm no but am member of knitterati com au what is ravelry offer,0
excited,2
not in front of the tv wats the score an inning,0
fun,2
hate this bit,1
is celebrating her st birthday,0
it was good but his omelette was burnt,0
loving,2
just sittin here waitin for my coffee to be full grown on farm town before going to bed,0
this poor butterfly was dead,1
yummy,2
yey holiday monday in uk today have chilled day,0
feel some type of way cause im not talkin to anyone,0
may the fourth be with you,0
am actually wanting to buy bus one day turn it into motor home imagine whopping big blokeslib logo on it,0
happy birthday,2
hanging out with and the berlin jarn guys,0
don you worry haha wish could fly to ohio saw beyonce on monday uhmygawddd,1
haha yeah it was,0
stupid headache,1
burnt,1
im following you but you aren on my dm list can you try to dm me,0
love my puppy,2
is putting on her suit dont mean jeans heading over town deal family emergency plez pray us be back by god willing,0
wanna talk to mitchel mussoooooo,0
ugh more hours,0
loving the fact that there is tension on the set of iron man poor gwenyth can handle being in scarlett shadow,0
absolutely brilliant,2
we dont have the points yet was talkedabout it though first ticket get in my whole driving career up to date not bad,0
never had them this bad,1
bahaha weekends are just too short esp when it nice out wanna stop time like evie on outta this world morning,2
had an amazingly unproductive day but loved it time to go catch up on sleep,2
cannot wait,2
what wrong with me,1
eat cup cake,0
it,1
haha,2
love,2
,1
kiran sorry about ur bad land hope ur neck feels better at least didn break it like jd btw ur in fine shape,0
bad,1
like you,2
boredd,1
love you,2
just got done washing dishes not too long ago,0
time will tell,0
and got hello kitty tattoos she ballerina and ladybug,0
thanks,2
thank god th,2
great,2
with my friends were in our work,0
thought every weekend was long weekend in california,0
attacking,1
trackflashback believe in thing called love by the darkness check it out,0
is freaking exhausted need to go to bed gotta get up early yuck happy mother day to all you mommies out there,0
off to liverpool now,0
yeay haha thank you,2
partying in the study room,0
another friend knocked up pretty soon everyone will have kids goodbye carefree youth,2
poor baby,1
bless,2
happy,2
dar,1
unfortunate,1
love,2
missed,1
yeah,0
pissssssing,1
hey you guys should invite me out moody is my only friend these day,0
sad,1
sorry,1
ive been dying for those they just so expensive in little sizes,0
not gonna make it this year,1
must have applied for about jobs every day this week why won one of them contact me,0
seriously,1
it was truly awful,1
wow,0
now remembered the password,0
sorry,1
sad,1
don have the cash to call,1
field day is sad,1
still sick,1
ll go for wanda sykes,0
had great night ashleigh makes good dance teacher,2
another sad day,1
have fun amorsote even tho forgot my bday which is today,0
save,2
damned,1
error,1
cool,2
don worry,2
aw want classic burger,0
ah ha cool will look into that more closely when get on proper sized screen thanks,0
right,2
nice place missing shan punjab though,0
crashed for the first time in months not too bad actually,0
happy,2
indian or the cowboy actually considering going to the carnival,0
yay yay yay,2
talented,2
poor kid that sucks hopefully things look up for her soon hugs,0
thanks,2
boa tarde chegay,0
excellent,2
having good no great day already,2
never thought my daughter would want to borrow my clothes even less that she would suggest that borrow hers luckily it didnt fit,0
why am completing facebook quizzes at this time of the morning especially friday morning,0
its sooooooooo not funny wh,1
love,2
loadsa shizze has happend im so upset,1
just started raining in earnest guess golf is off for today,0
it pretty warm out now forgot was sick though,0
finished whole box of ice cream,0
th update,0
sorry,1
jimmie didn do so great,1
happy,2
sweet situations,2
just posted my first video contest entry and my still is terrible too boo luv ur videos btw,0
officially on holiday week in center parcs no internets bye my peeps see you when return,0
ugh,1
dreadful,1
morning hon what you having for breakfast cant decide,0
boring,1
well at least you wont be late,1
back from umpireing trainging making dinner,0
thanks,2
miss babe,1
good night,2
what wrong with you,1
kill,1
well its pouring here rly rly wet,1
cops tell tori dad they may never find her remains,1
getting my hair cut tomorrow or later today should say excited my swag is already on jus turning it up,2
phone is up at the moment,1
yes also use my desktop mouse and ketboard as if ot was just second monitor,0
haha,2
nighty night twits tty in the morning,0
this is my ohio is for lovers tattoo got the design off the shirt haha but lost the shirt,1
bai kt and have decided that at my disney wedding we will have parade and mushroom trampoline float that kt and bai will jump on,0
rip off,1
one of the saddest songs,1
nah understand you cant cancel just wanted you to come,2
happy,2
hate living down here in fl missing ga like crazy,1
way to go,2
tired,1
very good morning,2
happy,2
here your follower count,0
my computer dies soon,1
yay,2
ha ha might be ve doubled my morning intake already in the last couple of days now have huge bowlful,0
especially hard to get out of bed with myself this morn cuz hot now running late stuck in front of the mirror checking myself out,1
on my brothers phone using the internet,0
well goodnight all my twitter bugs sleep well,2
yups still have lot of pruning of unfollowers to do it takes tim,0
cold,1
day started off bad but got better,0
yes here thanks for the change obama have to start mail ordering again,0
nah they look better but label the tops with the latin names and only access them that way no need to turn anything,0
robertpatt why do they do that,0
that was awesome,2
joe and loveee you,2
our south style exhibition is on in less than week member fresh gallery otara,0
smile,2
terrified about the surgery next week,1
awesome,2
yeeeeah and it was in intro too seen empire top computer games,0
nooo ill must have paracetamol nice weather today though,0
good,2
grimmy,1
happy,2
are you not well,0
hope,2
miss the newest version on glade on debian,1
sigh,1
most foods love are generally very healthy,2
it feels like it should be bank holiday weekend bet it is in france they re always on holiday,0
starbucks thought were trying to good,0
one last stop in chicago before going back to miami,0
learn,2
to cap things off the lower part of my back really hurts,1
forgot,1
sitting at the doctor office,0
best,2
sooooooo sad,1
killing me,1
happy,2
yes it an article wrote on my blog while ago,0
thanks for great night,2
hurts,1
wheelchair fitting today for mall buzzing home depot homebound just got real old goal taxi yellow or electric red,0
hate it when that happens,1
sneezing hurts my back,1
sorry to hear that,1
finished with mtml assignment but didn like it at all feels like missed lotsa points but the word limit is hmmpph,0
,1
ohh yes ve rented one and thought the same very roomy but hubby wont go for it welp congrats on the new baby,0
sad,1
wondering if shouldn be gettin to bed about now,0
couldn resist,0
it might hurt,1
throwin down in the kitchen like do making rah illi chili and shalonda bangin cake,0
at least after this you ll be done,2
good luck to,2
love,2
oh see thanks for replying anyway how are you,0
better,2
loves,2
my wife took my last no mcdonalds breakfast for me today,0
love you,2
was disappointed,1
hope fl,2
yeah and in the tatami room kids tatami dont mix,0
lol does ur tweet sound like ur voice yelling at me lol,0
the bunny is longing for the hoodie she left in the car brrr,0
so yeah guess dont get company this weekend so who wants to come hang out,0
chillen just started on twitter,0
hello james who are you,0
scarce,1
that doesn sound fun,1
slow dance rockin the out of my playlist,2
hey there thought tweet you to say hi have so much to write but theres no space in this little box hehe,0
hey no not yet soon maybe tomorrow,0
gd,2
why do turn red,0
blah,1
miss,1
my imac died keeps cutting out for no reason,1
ohh was so confused haven seen it it your favourite,0
dont like it,1
quesadiaas are bombbb,2
shame,1
running in the rain,0
havent seen you all week,0
love,2
easy,2
he mad at us,1
sad,1
mean,1
heat,1
wow leonardo dicaprio and jennifer davisson killoran are the producers of the movie orphan have direct contact info for them too,0
yeah thought it was awesome glad to see some characters like gambit brought back into the fold,2
don really wanna go school on monday to be honest,1
good,2
wtf,1
gosh freakin bored,1
perfect,2
wtf,1
less than hours till the show oh and lee broke his guitar at practice,0
do amazing at,2
bet can imagine how much work it is making movie can wait to see it,0
oh no,1
why have you still not called me back regarding the groundbreaking production sent you earlier,1
have lot of hell yeah and rebel meets rebel dac pantera and like pantera songs can find my cowboys from hell cd,0
thanks,2
idk only stupid th grader,1
sadly the time has come to put my mom in home,1
after some pizzas going sleep,0
yum,2
waiting in line tryst,0
thanks,2
sucks,1
walc ers are you ready to cry its going to be long day of reminiscing,0
what did ever do to deserve this kind of pain,1
just loved it cause its free,2
pollution,1
glorious su,2
sorry for the triple twitter post was having trouble stocktwits account try not to clutter up the twittersphere,1
can wait for my blankets,2
ughh,1
not getting another one,1
thanks,2
the website is idk if the place is around ur area,0
my eyes are starting to hurt it getting super late but just gotta keep tweeting haha philippines tour please tom,0
haha,2
ahh hate being sick,1
can this week get anymore horrible,1
my phne blocks text,0
what can say am creatur of night hmm should be dne soon,0
well donkey has his own appeal for sure,0
can only promise about or so,0
aw ok got you for tuesday on that gotta write short post for today tho,0
may we be humble but bold for christ lisa,0
to,1
thank you,2
so confused about what to do,0
was such shame,1
aint riqht ma,1
feel like dressing up for the heck of it,2
happy,2
my first star trek anything was really entertaining now if can just see harold fly the enterprise to white castle,0
free hugs with my super fluffy robe,0
by the way let me know when you want to schedule round or two played highland woods monday shot,0
so did and now you can hear it again and again if you wish,0
good,2
pile of shite,1
that makes me sad and feel like my life is dull and uninteresting,1
yes haahaaa break out the jellybeaniesss,2
happy birthday,2
hopefully,2
restoration of the site would also take place as part of the banks proposals after the birds have gone avocets there this yr,0
never thought die alone,1
miss girlfriends,1
is back from weekend get away,0
thanks,2
the mind plugs work but the patent got turned down someone already thought of earplugs and benedryl,0
that sounds interesting wish my phone did java,0
awesome,2
wasn much of debate,1
hurt,1
headache,1
on my way home in the sunshine with bag full of my stuff from work,0
hahah ll try,0
it am haven been to bed yet and just got my second wind guess should edit or read or something until feel tired huh,0
lazy,1
drink or for me at the club been drinking for the past hours,0
goin to work,0
bad arthritus,1
alright ll let you slide on that one,0
today has not started out very well,1
why oh why do always forget to take the medication supposed to take minutes before breakfast just taking it now at,0
nothing beats nurofen plus,0
haha it not awful at all but think everyone hates the sound of their voice when they hear it played back know do,0
watching gossip girl,0
doesn sound like fun,1
tired,1
wonderful the sun is now shining brightly in darkest africa,2
nice to meet you toooo good to know another one of my followers actually speak,2
iloveyoumoreeee,2
nope,1
,2
my day was cool lil twisted won spam twitter like did last week tho,0
love,2
sorry,1
yeah kept rethinking it because noone that knew would want to go with me lol so ended up just didn buy them,0
fight night demo won load keeps crashing at the first screen time to delete and re download think,0
that cool,2
so wanted to dm you back but couldn cuz your not following me but thankss anyways maybe ill see ya around in elle ay,2
haih cannot sleep lar,0
this time there is theme and it is purple,0
happy infamous day to you all off to get it very soon,2
awesome,2
love,2
awesome,2
was gonna dm you but it says you re not following me lol after all ve done hah,0
interesting,2
says tutoring my cousin,0
dogs were limping,1
is truly kindred soul,2
feel like going home and sleep till the next day,0
thanks sooo much lil sis,2
boys and girls lie awww is santa not real either,0
going to bed in pain fell on my shoulder today good night,0
just watching ncis complete first season,0
does not want to go to sixth period,0
super frustrated and taking it out on the one love love you paul,0
thanks,2
mexico city traffic beating the rush hour to make it to the aeropuerto,0
good,2
hello like little chat but can dm you is there mail id,0
mattcutts com domain umzug und neues design,0
feeling pretty good,2
im watching tv at home wishing could get chicken shish delivered but not go enough pennies,0
lonesome,1
hey girl what up what gonna do today,0
great to hear,2
work sucks,1
but no one will go with me,1
approve whole heartedly,2
live in devon none of the in cinemas have the film im so annoyed,1
cute,2
this morning sucked,1
well we ll have to organize one for when you can get down can guarantee no oldies though,0
hope,2
,1
wish,2
love twilight,2
had good day till he twisted his ankle on his two mile run,0
cancelled,1
ve been craving sweet potatoes and almonds going to have to incorporate those super foods tomorrow,0
britain got talent such cute little girl feel so sorry for her hope simon finds the time,0
someone really needs to make kit like that avaialble for home use,0
yum,2
ya ll going out without me,0
wish was again,2
loving,2
ahaha im here carlos wasssup,0
sooo in love,2
am following mya,0
missing,1
sadly,1
,1
shakedown street,0
hope,2
this week meet me at offf next thu fri and sat and try there mic and surface,0
on twitter now how cool am and now let go to mcdo,0
the weather is gross outside it puts me in bad mood,1
the end of looooong day good new is got everything done bad news gotta wake up,0
would love it if you guys toured here really philippines tour,0
sometimes you just have to write it off and start from the top of your tweet stream the past has happened,0
congratulations you two are adorable,2
want ghd straightener but the shipping costs pounds no deal,0
sad,1
yay,2
love ya,2
thnks,2
got the txt holla when ya need me,0
too hot,1
work at am gotta go to bed soon,0
amazing,2
awesome,2
tired,1
missed,1
going to bed with peter,0
at the pub with the dog but seems to have misplaced friend with drinks,0
minute in and want to strangle the used car salesman doing the presentation is he related to the shamwow guy,0
happy star wars day,2
hope today is beautiful for you,2
miss,1
pleeeease,2
im in pain,1
sad,1
really good concepts at mozconcept really love to send something mine,2
nooo cant be sick,1
strangely enough yes but then it works for me may not for everyone,0
goodmorning,2
my blackberry,2
strange there is char limit to tweets on ustream,0
use to own lbs tabby cat got him for north shore animal league he had diabetes,0
word ima be there this summer just move back with me lol,0
watching my bro play footyball,0
have no money,1
hate online summer classes,1
loves,2
miss the lego days,1
stomatch hurts,1
so bad,1
bite,1
got new prom dress,0
baking cookies what are you doing,0
hopefully,2
nice,2
fabulous,2
want cake is it chocolate,0
awesome couple,2
mistake,1
thanks,2
star trek me nah my dad is one for star trek right enough today off to see corlaine much more my style shezz,0
touchin the starss,0
phone disconnects my internet right in the middle of an uber also first tweet from inside of steam,1
am eternally pleased,2
know need new iphone stat dropped mine on the cement weeks ago and couple rows of pixels went out,0
yes you should write an article,0
my heart just broke little,1
wife split duties tonight wife headed to osu for daughter ath trng rcption at son school paper banquet can make both,0
is walking to tesco with rhiannon and hannah to hide all evidence of lastnight,0
heard of and you re the first to mention him to me,0
is in serious pain,1
off to work again yo ho yo ho another day at the hell hole,0
good job,2
ll be your slave for eternity,1
failed,1
horrible,1
go canada they made nikkie payne comic well she is soo yeah but she is only funny to pervs or teens or people in my family,2
how come when straighten my hair it has to sprinkle,0
on runway hours,0
burning,1
cant find the song lol,1
kinda glad,2
look no matter the ethnicity women are something else fellas can get an amen dueces,0
watching almost famous with andrew michael and yolanda,0
but the other one don really give about,1
help,2
hoping,2
am sure every office has them men and women with no capacity to realize they should shut the unholy up christ,1
ugh another what day is it today most uttered words last weeks for me missed yr old birthday it was even on my ical,1
looking forward to session at the gym,0
nothing it sad,1
happy mother day to all the beautiful and amazing mothers,2
feelin down,1
hate this rain,1
hope,2
nerd,1
angry,1
don get it,0
so excited for mothers day,2
love,2
seriously though amazing night,2
do you guys like fish sticks,0
hope,2
ive got cold too it sucks and were awesome in ipswitch xd,0
lmao ummm duh gurl need to buy me some more necks like em,0
really has anyone got through to the finals yet yeah was it was stuck in class for most of it loveyoufletch,0
lol watching big bang theory latest episode,0
really sad,1
hates,1
shopping grandparents dinner with the bf woop,0
thanks bates for wishing,2
on the way home,0
there wasn enough room for me,1
kicked,1
he there helping her too many of those are out there,2
happy,2
happy mommy day teens thanks fff,2
because you had chips and sale me,0
almost an hour late because of my crappy alarm clock,1
haha hope have great laugh as laughter is the best medicine,2
sigh,1
sorry that made me happy and still all ditzy from the justin timberlake skits,0
thanks appreciate it,2
know there no reason for any of that,0
my entire apartment is smoky,1
special,2
is too much of bro,1
wants to dress up,0
down,1
even better when you know the answer,2
am soo happy about today the going home bit sucks but meeting everyone will be aceness to the extreme lol am so cheesy,0
my day is on may but my party is on this sat come you gays,0
please,2
have you heard the song purpose from avenue your post reminds me of that,0
sick,1
goodnight to all,2
yay,2
we love you very much too,2
help,2
could see your quote but not vote for it,0
good,2
partying,2
hahaha and who actually thought you just were popular,0
shock horror,1
worst,1
itv plugging the special lot have great night all of you will miss your tweets when you come back home,0
ohh know her from church she got me into mcfly,0
come pick up your gift,2
having to use ie firefox is playing up and don know why will try and fix it tomorrow,0
love family guy hours of work to go,2
thanks,2
so confused ab,1
god you twitter,1
poor,1
sorry,1
you are too amazing,2
funny,2
what are talking about since when dnt trust me this hurts im good secret keeper,0
sucks,1
glad,2
have nowhere to go and no one to go with,1
yay but have no idea what you look like,0
cool,2
broken,1
like,2
tomorrow night would definitely work,0
bummer,1
thanks to,2
listening to my favourite song,2
bubble tea is awesome,2
about to start getting ready for work took lexi out to the park earlier wish could lay around all day,0
love to you,2
out,0
ohhhhh what line,2
happy,2
strikes,1
no more mtn dew in mini fridge,0
final thought for the day does deodorant really make your lungs bleed when inhaled constantly certain females paranoid about bo,0
fighting,1
great job,2
ugh,1
aw hugs sorry man if were rich buy ticket now,0
is stressin core and is supposed to be cleaning her room and feels like,1
ughhhhhh,1
hear that we ve missed so many films due to insufficient fundage watchmen dark knight star trek,0
ah my chest hurts now,1
would defo have done that but im already booked over other side of the country,0
weeps,1
seeing my brother graduate tomorrow should be fun,2
including myself guess umma be partying alone yet again lol,0
so sick and tired of,1
no yonkers news posts until june because the newspaper furloughed me,0
took math test today the day before the test the teacher says bring your calculator luke was confident teacher decided no calcs,0
well done,2
we looked at apartments this weekend found one we like hubby going today to try to rent one of the apartments crossing fingers,0
if hamilton gets hockey team really think the name hamilton should be in the team name if not ll be sad,0
white pointy shoes haha and ah you got me excited about the new drummer youre mean,0
oh no,1
angry,1
the worst kind of news,1
finishing up at the studio new songs up on myspace tomorrow may th,0
it is ive done somethign like updates today,0
can sleep amp,1
whew finally home after putting in some hours in the lab watching catch me if you can and eating cheese and grapes good night,0
hurts,1
sad,1
sure wish the cat would stop hiding,0
good,2
make me feel really unpopular,1
didn get to hang out with kaitlyn,0
darn,1
no sleepover tonight,0
the gigantic initial inertial to get oneself to work after deadline,0
like,2
prefer singstar know all the words,0
yay at least ll get to see you next year sad too,0
just got off phone with black swamp bird observatory no reports of connecticut warbler from metzger or magee today,0
can figure out how to reply on tumblr sorry don get into nyc until so can go to any events then,1
loving,2
joke,2
kinda forgot how much love the darkness,0
ouchie did take some excedrine thats the only thing that kills my headaches fast,0
already finished chatting haha,0
more ecomonday and me now ll go check out all the recommendations ve seen,0
how do get my cat stop killin ra,1
miss,1
on twitter go me have no idea how to work it,0
funny havent showed me any love yet at all,0
enjoyed it thanks,2
been there done that,0
now have no sky until monday,0
forget you re from venezuela talking with you is like with my classmates,0
major anxiety attack,1
just got my bmth concert tickets,0
just getting home from work finally,0
most experts recommend that you exercise up to minutes most days of the week two jillian videos,0
thanks,2
delusional,1
quite excit,2
worst,1
awesome,2
going to houston and nola this weekend with who wants to join us,0
good movie,2
lol,2
texting,0
is wondering wh,0
gloomy,1
but it not working,1
quiet day at work day just had dinner whats doin out there,0
it was put on by our neighborhood so just little one like runners got st place with an okay time was happy,0
sad,1
on my way to the airport headed to nyc,0
hurts,1
,0
dang,1
specials,2
will miss nostalgia,1
is sad clint hurdle got released liked him,0
is up coffee in hand with laminate floor to lay then footy to watch and play living the dream,0
yay think found it and few more,0
today was horrible,1
great,2
delcious,2
why thank you ver much appreci ate the compliment do my level best you know can let mother down,2
love cute stuff,2
good distraction,2
feels good,2
but ve got no money,1
my phone is broken im too laz,1
unfortunately,1
not near as exciting as,1
doesnt want exams next week,1
love,2
come online need someone to talk to,0
you will love tonight dc,2
sad,1
alternatively you could spend the afternoon reading pride and prejudice and zombies,0
enjoy,2
made an animated holiday card thingy shh don tell mom yet it surprise,0
hate,1
good evening,2
parrrtty playing twister and getting tipsy well everyone else is lol,0
oh yeaah we ll still be bffs aha,2
aw no yeah must say it was very good haha,0
enough mushy family talk,1
ok seems need to remember what account posting as that last tweet was tweet,0
cannot subscribe,1
we are coming won be there til around can stay though,0
great day,2
can upload,1
disappointed,1
yes,0
broke,1
zwarte maillot,0
my music teacher either expired or forgot about my lesson leaving me outside waiting for my ride to pick me up for hour,1
stupid folkestone cinema is,1
many blessings much joy peace love happiness all hope ur dreams come tru,2
bored,1
saw the note in faq about other languages any thing that would change your mind need any help or anything else,0
nope,0
nice,2
wow their is no pancake mix,0
hope,2
woot,0
no idea,0
shut,1
great,2
you are my apple and wana take bite,0
that sucks wish we could get it there cheaper if you re in montreal there cool shop that carries them up there,0
good,2
too bad th,1
can,1
honestly last night was amazing everything was perfect,2
tearrrrrrrr,1
what about me,0
would appear not note to self change perfume what to do now hmm do get the tarot cards out or not,0
trouble,1
wish it was summer,0
discouraged,1
funny you should say,2
my latest obession,2
lovely profile photo,2
yum,2
really wanna see the jonas brothers in novemeber but need to find someone to come with me,0
squashed foot,0
fun,2
love,2
another gorgeous day here in pau will be home this time in weeks though such depressing thought,0
happy mothers day love ya fan love you miley you rock,2
why isnt my internet working,1
thank god for youtube,2
gosh poor two heartbreaks,1
fashion show is done only one slip now cooking having glass of wine or two,0
haha you re so funny mikee you re probably the only mike ll ever like sad thoughts,0
don have the fake fascination like once did before cause no longer have to pretend like you,0
that is soooo scary,1
happy,2
feel like poop hate being sick,1
haha too early,2
so all is still right in the world,2
trying tweetdeck have seen you are twittering with that programme so thought should give it try,0
dead,1
horrible,1
is sad th,1
haha awe well right now could be at home but have to be here it horrible lol,0
why online one download this week,0
lol what where is it,0
that guy put in ton of sweat and bruises for the team he will be missed,2
dam,1
will be mia until june finals,0
ahhh music to my ears,0
depression,1
waiting in line to get gas degrees today,0
ashamed,1
good to hear got bit of tan today too which is unheard of for me am so pasty white all the time mostly freckle,0
anyone got any remedies for neck pain haven been able to turn my head properly without bad twinge for few days now,1
here why like jeans,0
refuses,1
fun,2
first night sleeping in my new home,0
hurts,1
dnt bother,2
sorry cecilia,1
congratulations,2
wtf,1
camera broken kitchen stuff in boxes no internet makes it hard to cook or blog get me to brooklyn,1
don let the negativity get to you,2
blinded again,1
want to cry,1
love it,2
that drives me nuts,1
best one in the world,2
tonight snl does not dissapoint,1
shocking,1
made some really really good music very pleased wit tha turnout,2
have great day everyone,2
loved,2
hey its back,0
hate,1
had really weird night last night and misses her friends,1
you should enter the giveaway then who couldn use know could,0
mean vip this time coz of the kbs thingy haha,0
has finally found her new flat,0
am the same well peer trained peer taught peer learning,0
favourite,2
thank you to my lil babe,2
lost my star trek ring starfleet academy class ring golden gate bridge on it got it as high school graduation presen,0
great,2
checkin out what new on twitter,0
stress and thinking about the future is making me sad,1
shame,1
ust got back from tori watching shark boy and lava girl,0
freaks,1
ur music,2
loves,2
hang in there drink some hot coco,0
yall ni as,1
has her laptop her spasy phone her cat her music on and her mother making her breakfast lovage for you is that,0
good luck on finals everyone,2
really awesome quality actually,2
haha im gonna follow my dreams now well ur dream haha im still reading over it for the th time,0
leaving for work,0
oh but grease is on vh it almost over though,0
nothing stayed home,0
not excited,1
happy mother day fellow mommies,2
pretty,2
sucks,1
freaking awsome,2
like,2
should be sufficient enough to change my mood,2
hehe,2
totally overstressed,1
thanks,2
hopes,2
flo bttr,2
feeling like today,1
superb set by steve,2
it depends if you are having fun or not,0
green computing,0
nice,2
home tired phone then bed good night tweeters happy mothers day,0
it had to get worse,1
dude that sucks,1
awww you will get more friends on facebook just be yourself and people will add you,0
rosie to the vet routine shots and bordatella,0
didnt even understand,1
wish,2
im pleb had to take it out of the freezer and put it in the oven,0
laptop pooped,1
morning the sun is back me like,0
good morning gonna clean the house bit then maybe clean some more then do nothing for the rest of the day,0
good,2
sad,1
bah dhcp server why must you keep falling on your face,0
loves,2
get well soon,2
awesome,2
thanks everyone unfortunately nothing can be done,0
good morning,2
truly devastated,1
bad,1
haiiii sankq fineee ima js get checkup cos my rib hurts lol idk but shall be fine thanks,0
ahh see how nice,2
thank god this week is done,2
sunday sunshine track,0
ms wee wedding,0
its looking like the magic,0
finally home watching saturday night live then dreaming about my amanda boo,0
there was just horrific fight at my school glad everyone is ok and that it friday,0
no sign yet,0
it so cold,1
clever,2
finaly back to home,0
am sorry,1
why did reel big fish cover edna goldfish,0
definately,2
ve just realised won be able to talk to any of you crazy cats on sunday is sad now,0
am sorry,1
is at the movies with the boyfriend,0
cool,2
no rather we re omg it nearly monday,0
what kind of party do we got going now,0
honored,2
is drawing picture for her bubba,0
chillin,2
you go to sleeeeeeepz,0
nooooo get on now haha ll be gone later,0
oh dear god going to have to buy mac and pro tools think my darling edit suite is soon to be filled with prince of persia movie,0
just took this for class just minutes ago its awsome being here too bad graduate next year,0
ps bgt was both fab and sad thought greg was awesome sad he gone but child will always win in that situation sadly,0
did you put spoon in it,0
really don like this weather,1
no water,1
thanks,2
im talking about twitter some more,0
still confuse,0
yay,2
are you tweeting while running,0
you learn enough not to trust anyone,1
want all kinds of designer suggestions darl any and all mens womens anything formal street alternate whatever,0
honestly cannot figure this twitter thing out,1
no more spending the day chatting with steve on the computer now what am going to do at work,0
happy to help,2
missed the hello kitty,1
going to watch dvd with hubby eagle eye twit all morrow cia,0
relaxing,2
but haven unfollowed em yet loon,1
very excited,2
surfing twitter,0
regret,1
monday mornings couldn exist if it weren for some hot tea,0
it works ok,2
so happy,2
entering your contest,0
jealous,1
crossing my fingers and hoping that this copy of sims works last copy totally bit it hard,0
but can sample it when get there,1
signed up for broadband today could take weeks,0
wish,2
you are amazing as alice,2
awesome,2
not rocking my socks go away already,0
yaaw some one want call with me,0
late night finally home,0
just back from graduation two more doctors in the family now,2
ooohhh understand never get sick of her so im on your moms side guess your dad just likes what he likes lol,2
totally agree,2
fear,1
really tired,1
not happening,1
problem,1
kicking back in the holidays no more school for whiles,0
bored,1
joy,2
grrrr,1
lol it was the dissing of the were octopus that did you in however he redeems himself by rescuing you from were spider,0
ew,1
fault,1
have good show,2
today has been the longest day ever going to sleep beach bound tomorrow good night twitter,0
why is it soooo cold ugly out,0
just wanted dippin dots,0
stress,1
whats your name adelaide marie how old where do live in the world lol jk canada toronto,0
aw zach wasn feeling well hope he gets better so babysitting was canceled,0
never get them and the hubby is due in next week cries hope its gone by then,0
boring,1
badly edited,1
dont study then go very bad,1
unfortunately,1
have softball,0
cutie,2
sad,1
exchange story gone yaaaay on with sweet charity,0
thanks,2
is resting ahhhhh feel good,2
oh man had great nap still alittle tired having pizza for dinner,0
morning,2
you know what they say about great minds,0
that sounds delicious,2
haha yeahh im still following tho,0
good,2
sad day love you mai years ago miss you so much,0
totally forgot my sweatshirt and forgot to bring my make up first time ever forgetting,1
can see results for,0
on way to work,0
good,2
check this video out bylaurenluke make up launch they are here available now,0
at shriya,0
sorry my friend but is paying the mortgage,1
my lovely hair has been affected,1
didn really work,1
hope to get piece in this year and maybe win something or get noticed,2
hey nawwwww pity no show no more lol great while it lasted though aye robluketic live,0
sorry nintendo but if in collared shirt then chances are you re staying home tonight,0
on the london eye awesome but feel bit sick madame tussaud next,0
missing,1
ugly,1
bad news,1
want to read twilight all day not work at the stupid cher function,0
sad,1
love,2
sounds goood,2
is chillin,2
think it starts at with that david archuleta might just throw glitter all over myself aha,0
im at school right now,0
put me right off my scrambled egg breakfast fartingloud,0
is sitting in science freezing four days,0
home now and added few more grice to my list,0
look at your followers your tweeps list will then be fully populated,0
well hello twitters,2
horrible,1
evil,1
morning every giveaway at mod kid emma pattern giftcert to hipfabric go check it out,0
thanks,2
goin to casa milan club house,0
bad,1
watching everyone else act fool is much better the not remembering acting fool yoursel,2
awesome,2
going way too slow,1
same to you,0
hilarious,2
can stop thinking about you,1
hope,2
my parents withdrew permission at the last moment am not going along with tomorrow sac trip to idp camps pakistan idprelief,0
is almost pacing while waiting for ups truck with my package from ichiban kan probably not until est,0
happy,2
break some rules and don take tension for them,0
kind,2
wants to be sunbathin,0
can find my woody and buzz toys but ve got my bullseye teddy do you have toy story toys,0
miss,1
reds win great end to great day,2
